,label
9218,not clickbait
190,clickbait
9057,not clickbait
6623,clickbait
1299,clickbait
15058,not clickbait
3776,not clickbait
11039,clickbait
6513,clickbait
9161,not clickbait
14986,clickbait
5189,not clickbait
2839,not clickbait
15847,not clickbait
9351,not clickbait
9556,clickbait
5030,clickbait
4359,not clickbait
4498,not clickbait
6103,not clickbait
9315,not clickbait
3082,clickbait
9221,not clickbait
1572,not clickbait
6621,clickbait
13117,not clickbait
11898,not clickbait
9864,clickbait
12141,clickbait
12937,not clickbait
1976,clickbait
1063,clickbait
10667,clickbait
772,not clickbait
1800,clickbait
3143,not clickbait
5623,not clickbait
5909,not clickbait
2144,not clickbait
228,not clickbait
7520,clickbait
6251,clickbait
7823,clickbait
11233,not clickbait
834,clickbait
7750,not clickbait
1837,not clickbait
9643,not clickbait
7009,clickbait
2150,clickbait
1251,clickbait
14063,clickbait
5643,not clickbait
1519,clickbait
4689,not clickbait
13972,clickbait
1813,not clickbait
14595,not clickbait
8404,clickbait
2551,not clickbait
14012,not clickbait
2473,clickbait
13874,clickbait
11920,not clickbait
14159,not clickbait
2554,not clickbait
11786,clickbait
8266,clickbait
14503,clickbait
9480,not clickbait
14408,not clickbait
4430,not clickbait
3830,not clickbait
9320,clickbait
11203,not clickbait
7273,not clickbait
5823,not clickbait
6450,clickbait
1173,clickbait
9775,not clickbait
6570,clickbait
4016,clickbait
4472,not clickbait
3170,clickbait
12560,clickbait
3548,clickbait
7657,clickbait
2146,clickbait
14874,clickbait
11131,clickbait
2233,clickbait
10755,clickbait
6810,clickbait
10987,clickbait
5046,clickbait
10733,not clickbait
15123,clickbait
13169,not clickbait
12843,clickbait
3774,clickbait
2141,not clickbait
1665,clickbait
8415,not clickbait
10812,clickbait
5586,clickbait
9627,clickbait
7338,clickbait
5330,clickbait
3780,not clickbait
9841,not clickbait
12942,not clickbait
5047,not clickbait
14684,not clickbait
982,clickbait
489,not clickbait
14477,clickbait
3288,not clickbait
15162,clickbait
1725,clickbait
14112,clickbait
2879,not clickbait
15519,not clickbait
9995,clickbait
9773,clickbait
210,not clickbait
9560,clickbait
12619,clickbait
880,not clickbait
5594,not clickbait
9928,clickbait
4303,not clickbait
5571,clickbait
5399,not clickbait
4843,not clickbait
6186,not clickbait
9077,not clickbait
6036,clickbait
6108,not clickbait
15789,not clickbait
9675,not clickbait
6723,not clickbait
13875,not clickbait
12181,clickbait
2914,clickbait
6987,not clickbait
9855,not clickbait
6645,clickbait
8523,not clickbait
6270,clickbait
2608,not clickbait
11940,clickbait
11381,not clickbait
1937,clickbait
4608,clickbait
12051,not clickbait
7637,not clickbait
5303,not clickbait
12922,clickbait
13904,clickbait
14934,clickbait
7938,clickbait
12637,clickbait
14121,not clickbait
7318,clickbait
5351,not clickbait
9727,clickbait
9717,not clickbait
2120,clickbait
8461,not clickbait
4278,not clickbait
5517,clickbait
12688,clickbait
8917,clickbait
6971,not clickbait
11848,not clickbait
6529,clickbait
7869,clickbait
5670,not clickbait
12893,clickbait
356,not clickbait
14284,clickbait
685,not clickbait
12439,clickbait
351,clickbait
6149,clickbait
5800,clickbait
13562,clickbait
13952,clickbait
4927,not clickbait
8540,not clickbait
4912,clickbait
11045,clickbait
11660,clickbait
6326,clickbait
10867,clickbait
9792,clickbait
14720,clickbait
5365,not clickbait
4377,not clickbait
3263,not clickbait
2969,clickbait
13550,not clickbait
8431,clickbait
8153,not clickbait
10776,clickbait
2170,not clickbait
14702,not clickbait
9555,not clickbait
9095,not clickbait
9732,not clickbait
1221,not clickbait
2620,clickbait
10899,clickbait
2159,clickbait
9250,clickbait
15330,not clickbait
4226,not clickbait
4125,clickbait
8232,clickbait
8136,clickbait
8330,clickbait
10689,not clickbait
5479,clickbait
9748,not clickbait
931,not clickbait
3984,clickbait
2525,not clickbait
15507,not clickbait
6822,not clickbait
13190,clickbait
1187,not clickbait
12695,not clickbait
4956,clickbait
3450,not clickbait
9648,not clickbait
8372,clickbait
1377,not clickbait
4076,clickbait
2161,clickbait
3956,not clickbait
12759,clickbait
8687,clickbait
474,not clickbait
9817,clickbait
9780,clickbait
6132,clickbait
8438,not clickbait
2636,clickbait
12553,clickbait
7980,not clickbait
4722,not clickbait
10422,not clickbait
1988,not clickbait
13913,clickbait
14799,not clickbait
507,clickbait
13676,not clickbait
12731,clickbait
2256,clickbait
1182,not clickbait
14744,not clickbait
14646,clickbait
14185,clickbait
375,clickbait
2823,not clickbait
9168,not clickbait
7128,not clickbait
3532,clickbait
7469,not clickbait
13265,clickbait
11222,not clickbait
1135,not clickbait
6666,clickbait
5388,not clickbait
8321,clickbait
12276,clickbait
14507,not clickbait
11702,not clickbait
3065,not clickbait
15690,not clickbait
9216,clickbait
11644,not clickbait
8139,not clickbait
2351,not clickbait
7725,not clickbait
4842,not clickbait
1072,not clickbait
3169,clickbait
8620,not clickbait
9027,clickbait
13209,clickbait
3336,clickbait
10067,clickbait
3238,clickbait
11572,clickbait
8985,clickbait
201,clickbait
3793,clickbait
7219,clickbait
11787,clickbait
14667,clickbait
3257,clickbait
10598,clickbait
10003,clickbait
6082,not clickbait
9256,clickbait
10808,clickbait
15531,not clickbait
5967,clickbait
8904,clickbait
7247,clickbait
11513,not clickbait
5139,clickbait
12710,clickbait
2355,not clickbait
10439,clickbait
2300,not clickbait
5588,clickbait
727,clickbait
455,clickbait
13288,clickbait
5864,not clickbait
5438,clickbait
4335,not clickbait
15252,not clickbait
2788,clickbait
3630,not clickbait
7280,clickbait
11501,clickbait
1007,clickbait
12446,clickbait
4237,not clickbait
10755,not clickbait
2680,not clickbait
3698,not clickbait
1858,clickbait
4470,clickbait
13241,clickbait
10052,not clickbait
2224,not clickbait
9534,clickbait
8605,clickbait
1294,not clickbait
6697,clickbait
10142,not clickbait
14355,clickbait
7454,not clickbait
13908,clickbait
5609,not clickbait
8290,clickbait
13701,clickbait
377,clickbait
329,not clickbait
9989,not clickbait
11498,clickbait
9655,not clickbait
9239,clickbait
7931,not clickbait
5980,clickbait
9025,not clickbait
12664,clickbait
9329,clickbait
665,not clickbait
9197,clickbait
14906,not clickbait
10485,not clickbait
10216,clickbait
12098,not clickbait
14726,clickbait
14269,clickbait
12816,clickbait
3732,not clickbait
11248,not clickbait
13646,clickbait
12909,clickbait
2248,clickbait
4580,not clickbait
2045,clickbait
9015,not clickbait
3893,not clickbait
10178,clickbait
12708,not clickbait
11180,not clickbait
13647,clickbait
1903,not clickbait
5098,not clickbait
4354,clickbait
13059,clickbait
12960,not clickbait
11284,not clickbait
15038,not clickbait
11936,clickbait
8536,clickbait
14804,clickbait
2211,clickbait
6358,clickbait
487,not clickbait
12881,not clickbait
13065,not clickbait
5079,not clickbait
5860,not clickbait
15127,clickbait
2437,not clickbait
3427,not clickbait
4116,clickbait
13369,clickbait
11614,clickbait
11445,not clickbait
11846,clickbait
5299,clickbait
14676,clickbait
12572,not clickbait
7667,clickbait
12433,not clickbait
8507,not clickbait
2592,clickbait
4301,clickbait
1535,not clickbait
2287,not clickbait
2749,clickbait
2334,clickbait
1413,not clickbait
15941,not clickbait
3347,clickbait
3064,clickbait
9394,clickbait
12102,clickbait
12635,clickbait
2978,not clickbait
3173,clickbait
12702,clickbait
9851,clickbait
6894,not clickbait
3187,clickbait
3680,clickbait
10234,not clickbait
7437,clickbait
3401,not clickbait
10475,clickbait
1432,clickbait
2840,clickbait
12972,not clickbait
7309,not clickbait
5262,clickbait
10032,clickbait
5368,not clickbait
12240,clickbait
981,clickbait
231,clickbait
14365,clickbait
2618,clickbait
5595,not clickbait
3194,not clickbait
13346,not clickbait
11750,not clickbait
13425,clickbait
6667,clickbait
8148,not clickbait
8337,not clickbait
1697,not clickbait
11826,not clickbait
9953,clickbait
13900,clickbait
2488,clickbait
13452,clickbait
5250,not clickbait
5579,clickbait
8845,clickbait
5286,not clickbait
3705,clickbait
5135,not clickbait
6394,clickbait
13913,not clickbait
5779,not clickbait
2518,not clickbait
508,not clickbait
14615,not clickbait
12233,not clickbait
14448,not clickbait
12665,clickbait
14997,clickbait
12239,clickbait
836,clickbait
6893,not clickbait
1967,clickbait
7087,not clickbait
11192,not clickbait
742,not clickbait
133,clickbait
6376,clickbait
5636,clickbait
15281,not clickbait
2655,clickbait
11933,not clickbait
13494,clickbait
12682,clickbait
5868,clickbait
9741,not clickbait
118,not clickbait
6896,clickbait
13711,not clickbait
15074,not clickbait
6298,not clickbait
10795,clickbait
12751,not clickbait
4246,not clickbait
5249,not clickbait
10663,clickbait
1822,not clickbait
14499,not clickbait
10631,not clickbait
3003,not clickbait
14143,not clickbait
15260,not clickbait
12887,not clickbait
9478,not clickbait
7711,clickbait
6603,not clickbait
3809,clickbait
11132,not clickbait
11615,clickbait
6538,clickbait
2630,clickbait
2226,not clickbait
14378,clickbait
3073,not clickbait
2975,clickbait
11129,not clickbait
11724,not clickbait
4456,not clickbait
10045,not clickbait
11649,clickbait
6264,clickbait
13009,clickbait
2448,clickbait
7748,clickbait
4882,not clickbait
5422,clickbait
3631,not clickbait
13501,not clickbait
12810,clickbait
6332,clickbait
9291,clickbait
13062,not clickbait
8282,clickbait
7579,not clickbait
9600,clickbait
13751,clickbait
2399,not clickbait
12712,not clickbait
4055,not clickbait
7888,not clickbait
13801,clickbait
1250,clickbait
5981,clickbait
13213,clickbait
15908,not clickbait
14682,not clickbait
4002,not clickbait
4033,clickbait
1408,clickbait
1676,not clickbait
3441,clickbait
12357,not clickbait
12597,clickbait
15466,not clickbait
1995,clickbait
542,clickbait
10996,clickbait
2186,clickbait
2263,clickbait
4050,clickbait
7519,not clickbait
1736,not clickbait
409,clickbait
8849,clickbait
13632,clickbait
984,clickbait
9439,clickbait
889,clickbait
4491,not clickbait
1881,clickbait
14666,not clickbait
6722,not clickbait
9903,clickbait
6131,clickbait
15775,not clickbait
11428,not clickbait
353,clickbait
6071,clickbait
8868,clickbait
2286,not clickbait
8456,clickbait
2050,not clickbait
11779,clickbait
12984,not clickbait
15850,not clickbait
13237,clickbait
5356,not clickbait
7034,not clickbait
11075,clickbait
8293,not clickbait
12887,clickbait
1213,clickbait
4730,not clickbait
6718,clickbait
9988,not clickbait
2140,not clickbait
4444,clickbait
10519,clickbait
1875,not clickbait
6631,clickbait
9956,not clickbait
12595,clickbait
10192,not clickbait
3644,not clickbait
5057,clickbait
4354,not clickbait
10525,clickbait
5500,not clickbait
10270,clickbait
13128,not clickbait
7632,not clickbait
10546,clickbait
3205,clickbait
5942,clickbait
9411,not clickbait
13326,clickbait
8457,clickbait
4838,clickbait
12186,not clickbait
4723,not clickbait
12878,clickbait
4487,not clickbait
203,clickbait
6537,clickbait
10768,not clickbait
10625,not clickbait
603,not clickbait
11442,clickbait
5645,not clickbait
3254,not clickbait
7177,clickbait
10301,clickbait
12609,not clickbait
11802,clickbait
15880,not clickbait
13264,clickbait
11849,not clickbait
3568,not clickbait
6959,clickbait
5442,clickbait
4958,clickbait
7117,clickbait
2065,not clickbait
7912,not clickbait
9127,not clickbait
2042,not clickbait
14419,clickbait
667,clickbait
11407,not clickbait
10889,clickbait
10179,not clickbait
2776,not clickbait
13695,not clickbait
6858,not clickbait
11554,clickbait
5832,not clickbait
4788,clickbait
8888,not clickbait
9973,clickbait
10499,clickbait
4550,not clickbait
7143,clickbait
10040,clickbait
12752,not clickbait
8735,not clickbait
9963,clickbait
15545,not clickbait
4201,clickbait
10742,not clickbait
15436,not clickbait
6180,not clickbait
1101,not clickbait
4315,clickbait
13118,not clickbait
1486,not clickbait
4916,clickbait
14370,clickbait
5439,not clickbait
9018,not clickbait
5722,clickbait
6321,clickbait
4923,not clickbait
4765,clickbait
707,clickbait
1686,clickbait
2377,not clickbait
1391,clickbait
11021,not clickbait
9997,not clickbait
14281,clickbait
15233,not clickbait
7876,not clickbait
15085,clickbait
1916,clickbait
5036,clickbait
325,clickbait
6761,not clickbait
1237,not clickbait
8971,not clickbait
4372,clickbait
12969,not clickbait
11924,not clickbait
2641,not clickbait
12929,clickbait
2364,clickbait
13709,not clickbait
12422,not clickbait
9201,clickbait
2380,clickbait
8552,not clickbait
1558,clickbait
13822,not clickbait
11774,not clickbait
7450,clickbait
10060,clickbait
11147,not clickbait
872,clickbait
13478,not clickbait
6913,not clickbait
4981,not clickbait
12584,not clickbait
1367,not clickbait
10942,not clickbait
14413,clickbait
8514,not clickbait
7313,not clickbait
11866,not clickbait
110,clickbait
15235,not clickbait
15021,clickbait
2643,clickbait
14316,not clickbait
8571,clickbait
2800,not clickbait
4926,not clickbait
8625,not clickbait
9929,not clickbait
12201,clickbait
10826,not clickbait
1144,clickbait
10007,not clickbait
7677,not clickbait
13409,not clickbait
2648,clickbait
13467,clickbait
13801,not clickbait
4220,clickbait
10082,not clickbait
1958,clickbait
3948,clickbait
14146,not clickbait
11088,not clickbait
11520,not clickbait
3325,clickbait
15547,not clickbait
1388,clickbait
3326,clickbait
3843,not clickbait
13056,clickbait
14903,clickbait
3192,clickbait
13317,clickbait
2657,not clickbait
8799,not clickbait
3536,not clickbait
3975,not clickbait
4854,not clickbait
5875,clickbait
12210,clickbait
301,not clickbait
5693,clickbait
1833,not clickbait
15712,not clickbait
14510,not clickbait
12554,not clickbait
5891,clickbait
9817,not clickbait
417,clickbait
11786,not clickbait
10477,not clickbait
2907,clickbait
9462,clickbait
7178,clickbait
5223,clickbait
5274,not clickbait
9829,clickbait
10664,clickbait
10216,not clickbait
14615,clickbait
3678,clickbait
1957,clickbait
6389,clickbait
13660,not clickbait
9133,clickbait
5603,clickbait
4152,not clickbait
3649,clickbait
10954,not clickbait
14180,not clickbait
12562,clickbait
8971,clickbait
6760,not clickbait
768,not clickbait
14115,clickbait
13758,not clickbait
9251,clickbait
7522,not clickbait
15923,not clickbait
6344,not clickbait
3137,not clickbait
12514,clickbait
7279,not clickbait
3572,clickbait
7069,clickbait
1636,clickbait
11641,clickbait
2831,clickbait
14106,clickbait
13116,clickbait
1534,not clickbait
158,clickbait
6315,not clickbait
3432,clickbait
11063,clickbait
10704,clickbait
14153,not clickbait
6982,not clickbait
12838,not clickbait
2873,not clickbait
2651,not clickbait
10751,clickbait
10271,not clickbait
14974,clickbait
9810,clickbait
1656,not clickbait
12292,not clickbait
14952,clickbait
4733,clickbait
11295,clickbait
1878,not clickbait
3095,clickbait
2000,not clickbait
5343,clickbait
5661,clickbait
15418,not clickbait
6523,clickbait
1687,not clickbait
6557,not clickbait
14063,not clickbait
1577,clickbait
9913,clickbait
11576,not clickbait
7031,not clickbait
1217,not clickbait
4928,not clickbait
12412,clickbait
10354,not clickbait
468,not clickbait
4486,not clickbait
11662,not clickbait
12803,clickbait
13800,not clickbait
11079,clickbait
982,not clickbait
13,clickbait
2848,not clickbait
12231,clickbait
11880,not clickbait
1379,not clickbait
9890,not clickbait
3000,not clickbait
5085,clickbait
10864,clickbait
6460,clickbait
9695,clickbait
1489,clickbait
9927,clickbait
730,not clickbait
1111,clickbait
1211,not clickbait
13976,clickbait
6224,not clickbait
10739,not clickbait
2103,clickbait
9678,clickbait
9510,not clickbait
9752,not clickbait
4876,clickbait
3502,not clickbait
7526,clickbait
11814,clickbait
2981,clickbait
965,not clickbait
6031,not clickbait
4671,clickbait
13269,not clickbait
12435,not clickbait
11274,not clickbait
3487,not clickbait
13313,not clickbait
8074,not clickbait
6965,not clickbait
14747,not clickbait
2068,clickbait
8822,not clickbait
9042,clickbait
4778,not clickbait
9754,not clickbait
2388,clickbait
12455,not clickbait
7164,clickbait
14013,clickbait
12684,clickbait
11555,not clickbait
8593,not clickbait
2322,not clickbait
11282,clickbait
10811,not clickbait
2194,clickbait
9026,not clickbait
7504,clickbait
13742,not clickbait
8116,clickbait
5606,not clickbait
2600,not clickbait
2772,clickbait
14033,not clickbait
9529,not clickbait
565,clickbait
12275,not clickbait
14785,clickbait
13831,clickbait
